"PMID","Title","abstract"
"20378580","Ototoxic potential of JP-8 and a Fischer-Tropsch synthetic jet fuel following subacute inhalation exposure in rats.","This study was undertaken to identify the ototoxic potential of two jet fuels presented alone and in combination with noise. Rats were exposed via a subacute inhalation paradigm to JP-8 jet fuel, a kerosene-based fuel refined from petroleum, and a synthetic fuel produced by the Fischer-Tropsch (FT) process. Although JP-8 contains small ( approximately 5%) concentrations of aromatic hydrocarbons some of which known to be ototoxic, the synthetic fuel does not. The objectives of this study were to identify a lowest observed adverse effect level and a no observed adverse effect level for each jet fuel and to provide some preliminary, but admittedly, indirect evidence concerning the possible role of the aromatic hydrocarbon component of petroleum-based jet fuel on hearing. Rats (n = 5-19) received inhalation exposure to JP-8 or to FT fuel for 4 h/day on five consecutive days at doses of 500, 1000, and 2000 mg/m(3). Additional groups were exposed to various fuel concentrations followed by 1 h of an octave band of noise, noise alone, or no exposure to fuel or noise. Significant dose-related impairment in the distortion product otoacoustic emissions (DPOAE) was seen in subjects exposed to combined JP-8 plus noise exposure when JP-8 levels of at least 1000 mg/m(3) were presented. No noticeable impairment was observed at JP-8 levels of 500 mg/m(3) + noise. In contrast to the effects of JP-8 on noise-induced hearing loss, FT exposure had no effect by itself or in combination with noise exposure even at the highest exposure level tested. Despite an observed loss in DPOAE amplitude seen only when JP-8 and noise were combined, there was no loss in auditory threshold or increase in hair cell loss in any exposure group."
"20361699","[Comparative analysis of audiometric and impedancemetric findings in workers exposed to the effects of various duration industrial noise].","AIM: Industrial noise is produced in workshops due to factory machinery and tools used in technological processes. It has detrimental effect to primarily the organ of the sense of hearing, thus damaging hearing in oversensitive subjects. The aim of the study was to perform a detailed analysis of audiometric and, especially, impedancemetric parameters in workers exposed to the effects of industrial noise of various duration, as well as to determine similarities and differences in workers with differences in sensitivity to damaging effects of noise.METHODS: The study included a homogenous group of 173 industrial workers involved in the same department of a huge workshop named &quot;Kovacica&quot; exposed to noise level above a threshold intensity, and divided into three groups: the group I of 116 workers (232 ears) exposed to noise for 8 h in the workshop &quot;Kovacica&quot;, the group II of 41 workers (82 ears) exposed to noise only half of the working time, and the group III of 16 workers (32 ears) exposed to the same conditions and having the normal hearing sense. The group III served as a control group. Prior to the study any workers went through a thorough anamnesis and complete ORL examination, and then they were submitted to audiometric testing. The study included only the workers with no hearing damage due to diseases, injuries nor other detrimental factors in order to be sure that the hearing findings had been caused by industrial noise.RESULTS: The results obtained by audiometric testing showed that 90.75% of the workers had hearing damage of various degrees, while 9.25% of the workers had regular hearing although had been exposed to the same conditions. More severe hearing damage was revealed in the workers of the group I. Tympanometricly, in most ears of the group I workers (65.52%) a compliance value was found to be more than 0.9 cm3, while in the majority of those of the group II (59.75%) a compliance value was in the range from 0.5 to 0.9 cm3. In the workers of the group III with no hearing damage, a compliance value for any ears was in the range from 0.1 to 0.9 cm3. Mean value of threshold reflex (98.56 dB) at 500 Hz and 1 000 Hz in the group I was increased as compared with the group II (95.6 dB) and the group III (84.38 dB). At higher frequences, 2 000 and 4 000 Hz, threshold reflex was increased in the group I (99.05 dB), and in the group II (97.6 dB) as compared with the group III (86.4 dB). The amplitude of stapedic reflex was lowest in the group I, while mean values of amplitude at 500, 1 000, 2 000 and at 4 000 Hz were 2.31, 1.38, 1 and 0.3, respectively. In the group II mean values of amplitude at 500, 1 000, 2 000 and 4 000 Hz were 2.52, 1.80, 1.30 and 0.5, respectively. In the group III mean values of amplitude at 500, 1 000, 2 000 and at 4 000 Hz were 2.36, 2.45, 2.5 and 2.08, respectively. By measuring input (rising) and output angles it was revealed that most ears of the workers in the groups I and II had rising angle ranging from 41 to 50 degrees, and in the workers with no hearing loss from 31 to 50 degrees. In the majority of the ears of the groups I and II outlet angle was in the range from 16 to 35 degrees, and in the workers with no hearing damage from 26 to 35 degrees.CONCLUSION: By audiometric and impedancemetric examinations it was determined that for the sense of hearing it is significant not only a threshold hearing expressed in the audiometric curve at various frequences, but also a threshold of unpleasantness and pain under higher intensities shown by the occurrence of stapedic reflex. The less hearing field between threshold hearing and threshold acustic reflex is, the less capabilities of hearing perception due to the occurrence of recrutment."
"20238288","[From the expert's office: causes and limitations of asymmetry in occupationally induced hearing loss].",""
"20237208","An investigation of the adjustment of retrospective noise exposure for use of hearing protection devices.","OBJECTIVE: To account for use of hearing protection devices (HPDs) in retrospective noise exposure assessment, adjust noise exposure estimates accordingly, and validate the adjusted estimates.BACKGROUND: A previous study in the same working population showed a stronger relation for noise and acute myocardial infarction among those who did not wear HPD. Because accurate noise exposure assessment is complicated by the use of HPD, we previously developed a multilevel model of the likelihood of HPD use for British Columbia (Canada) lumber mill workers. Historical estimates of noise exposure can be adjusted according to models predictions and a reduction in misclassifying workers, exposure is expected.METHODS: Work history and exposure information were obtained for 13,147 lumber mill workers followed from 1909 until 1998. Audiometric data for the cohort, including hearing threshold levels at several pure tone frequencies, were obtained from the local regulatory agency for the period from 1978 to 2003. Following the modeling of HPD use, noise estimates were adjusted according to models predictions and attenuation factors based on existing research and standards. Adjusted and unadjusted noise metrics were compared by investigating their ability to predict noise-induced hearing loss.RESULTS: We showed a 4-fold increase in the noise exposure and hearing loss slope, after adjusting for HPD use, while controlling for gender, age, race, as well as medical and non-occupational confounding variables.CONCLUSION: While the relative difference before and after adjustment for use of HPD is considerable, we observed a subtle absolute magnitude of the effect. Using noise-induced hearing loss as a 'gold standard' for testing the assessment of retrospective noise exposure estimates should continue to be investigated."
"20233141","Prevalence of noise-induced hearing loss in student musicians.","This study describes the prevalence and characteristics of noise-induced hearing loss (NIHL) in student musicians (N = 329) aged 18-25 years. Students completed a questionnaire regarding exposures before a hearing assessment. NIHL was defined by the presence of a notch 15 dB in depth at 4000 or 6000 Hz relative to the best preceding threshold. Overall prevalence of NIHL was 45%, with 78% of notches occurring at 6000 Hz. The proportion of the total population with bilateral notching at any frequency was 11.5%, mostly occurring at 6000 Hz. There was a significant increase in the frequency of notching in students who reported more than two hours per day of personal practice. There were no significant associations for instrument group or other noise exposures. The data suggest that susceptibility to NIHL among students of music is not uniform and cannot be ascribed solely to the instrument played and other exposures. Students with bilateral losses tend to have deeper notches and may represent a group that has an inherent predisposition to NIHL."
"20218750","Improving hearing health for farming families.","INTRODUCTION: Occupational noise injury and hearing loss are common features of agricultural workforces internationally. Farmsafe Australia has identified hearing health as one of its 4 key priority goals and targets. Currently, approximately 60-70% of Australian farmers have measurable hearing loss, compared with 27% of those in the general Australian community. This article describes the findings of a community based demonstration project to address hearing health issues conducted in the Australian state of New South Wales. This program sought to implement local demonstration projects in 3 communities to identify what works well in hearing health promotion with farmers and what could be applied more broadly throughout Australia.METHODS: Local advisory groups were established in each community to guide project development and implementation. Project implementation focused on 3 major aspects: (1) increasing awareness of priority noise injury prevention and hearing health practices; (2) improving access to hearing health services; and (3) networking services in local communities. Area-specific training was undertaken for stakeholders to maximize local information links. Service utilization data were monitored and analysed.RESULTS: There was variability among sites; however in general there was an increased awareness of hearing health issues by farming families and expanded opportunities for farmers to access screening services. Utilization rates of hearing services also increased markedly in one community. Local hearing health networks were strengthened by linkages to key stakeholders outside the health sector. Previously unidentified methods of promoting hearing health (eg using agricultural retail outlets that supply hearing protection equipment and are accepted by farmers as an information source) were identified and utilized.CONCLUSIONS: Hearing health promotion with farmers in local communities can be enhanced through utilization and strengthening of local networks. Integration of hearing health initiatives with other agencies already working with farming families will be important in developing and enhancing long-term sustainable outcomes. Continued work at a national level to assist in stimulating local action will be required to build on the potential gains in reducing noise injury in the farming community."
"20192875","Otoacoustic emissions in a hearing conservation program: general applicability in longitudinal monitoring and the relation to changes in pure-tone thresholds.","The hearing status of workers (N = 233) in a printing office was assessed twice within seventeen months by pure-tone audiometry and otoacoustic emissions (OAEs). One of the questions was how a quality criterion of OAE-measurements based on a minimum signal-to-noise-ratio (SNR) would affect the applicability on the entire population. Secondly, effects of noise exposure were investigated in overall changes in audiogram and OAE-measurements. For TEOAEs (transient evoked OAEs) in the frequency band of 4 kHz, only 55% of the data points meet the SNR-inclusion criterion. For DPOAEs (distortion product OAEs) around 6 kHz approximately 80% of the data points satisfy the criterion. Thus OAEs have a limited applicability for monitoring the hearing status of this entire population. Audiometry shows significant deteriorations at 6 and 8 kHz. TEOAEs show a significant decline at all frequency bands (1-4 kHz), DPOAEs between 4 and 8 kHz and less pronounced between 1 and 2 kHz. On group level, OAEs show a decline in a larger frequency region than the audiogram, suggesting an increased sensitivity of OAEs compared to audiometry."
"20191147","Sensorineural hearing loss in high school teenagers in Mexico City and its relationship with recreational noise.","The aim of this study was to measure the frequency of hearing loss in a sample of typical public high-school students exposed to recreational noise, and determine associated risk factors. The sample was made up of 214 teenagers from a high-school in Mexico City; subjects were selected randomly per strata. We applied a questionnaire to identify risk factors for hearing loss and performed a battery of audiologic tests consisting of otoscopy, tympanometry, and pure-tone audiometry. The mean age of the sample was 16 +/- 1.07 years; 73% were male and 27%, female. Hearing loss was found in 21% of students. The main hearing loss-related risk factor was exposure to recreational noise: frequent attendance at discotheques and pop-music concerts; use of personal stereos; and noise exposure in school workshops. The high frequency of hearing loss in high school students from one Mexico City school (nearly one fifth of the sample) was found to be related to noise exposure mainly during recreational activities."
"22569326","Evaluation of acoustic shock induced early hearing loss with audiometer and distortion product otoacoustic emissions.","BACKGROUND: Acoustic shock injury has been described as a permanent injury to the auditory system either due to daily noise dose of in excess of 85 decibels or very loud impulse sound reputed to be in excess of 120 decibels and acoustic incidents. This study was performed to compare the results of audiogram and the newer diagnostic method distortion product otoacoustic emissions (DPOAEs) parameters due to acoustic shock injury in call center professionals working in a noisy environment and prone to acoustic injury.MATERIALS AND METHODS: Hearing functions of 340 subjects were first assessed with pure tone audiometry and then DPOAEs results were compared among acoustic shock exposed subjects with normal audiogram and those with abnormal audiogram.RESULTS: Out of 340 acoustic shock exposed subjects 304 were normal on audiometric testing and 34 had abnormal audiograms. Subsequently on DPOAE testing out of 304 acoustic shock exposed subjects with normal audiogram 125 failed and 181 passed.CONCLUSIONS: This study showed that DPOAEs are more sensitive than audiometry to detect pre-symptomatic inner ear damage. It may play a role as screening and monitoring test for acoustic shock-exposed workers."
"20160390","Noise induced hearing loss risk assessment in truck drivers.","Hearing sense is one of the key elements which may have impact on the driver's task quality. This cross-sectional study investigates the hearing status of 500 truck drivers by pure tone audiometry (AC) in one of the cities in Fars province, Iran. Hearing threshold levels of the subjects were measured in frequencies of 500Hz-8000Hz. Screening and determination of permanent threshold shift (PTS) was the first aim of this study. Hence tests were done at least 16 hours after any exposure to noticeable sound. The effect of age as a confounding factor was considered using ISO equation and subtracted from whole hearing threshold. The threshold of 25 dB HL and above was considered abnormal but the calculation of hearing was also carried out using 0 dB HL as reference. Subjects were categorized into two groups on the basis of working experience and the hearing threshold of 25 dB was considered a boundary of normal hearing sense. The results of Pearson Chi-Square test showed that working experience as an independent variable has significant contributing effect on hearing thresholds of truck drivers in frequencies of 500, 1000, 2000 and 4000 Hz (p greater than 0.05). Also, it was shown that currently nine and 12.6 % of truck drivers suffer from impaired hearing sense in left and right respectively (hearing threshold level greater than 25 dB) in mid frequencies (500, 1000, 2000 Hz) and 45% in high frequencies of both ears (4000 and 8000 Hz). The results indicated that hearing damage of professional drivers was expected to occur sooner at 4000 and 8000 Hz than lower frequencies. Finally it was deduced that the occupational conditions of truck drivers may have bilateral, symmetrical harmful effect on hearing threshold sense in all frequencies mainly in frequency of 4000 Hz, so health surveillance programs such as education and periodic medical examinations are emphasized for pre-diagnosing and prevention of any possible impairment and an urgent need to take up some interventions such as better maintenance of roads, automobile industry efforts to reduce the noise level emission of vehicles and reducing number of working hours per day of drivers are highlighted to improve the harmful working conditions of truck drivers."
"20160389","Occupational exposure in small and medium scale industry with specific reference to heat and noise.","This study was undertaken to assess heat and noise exposure and occupational safety practices in small and medium scale casting and forging units (SMEs) of Northern India. We conducted personal interviews of 350 male workers of these units through a comprehensive questionnaire and collected information on heat and noise exposure, use of protective equipment, sweat loss and water intake, working hour. The ambient wet bulb globe temperature (WBGT index) was measured using quest temp 34/36o area heat stress monitor. A-weighted Leq ambient noise was measured using a quest sound level meter &quot;ANSI SI. 43-1997 (R 2002) type-1 model SOUNDPRO SE/DL&quot;. We also incorporated OSHA norms for hearing conservation which include - an exchange rate of 5dB(A), criterion level at 90dB(A), criterion time of eight hours, threshold level is equal to 80dB(A), upper limit is equal to 140dB(A) and with F/S response rate. Results of the study revealed that occupational heat exposure in melting, casting, forging and punching sections is high compared to ACGIH/NIOSH norms. Ambience noise in various sections like casting / molding, drop forging, cutting presses, punching, grinding and barreling process was found to be more than 90dB(A). About 95% of the workers suffered speech interference where as high noise annoyance was reported by only 20%. Overall, 68% workers were not using any personal protective equipment (PPE). The study concluded that the proportion of SME workers exposed to high level heat stress and noise (60 - 72 hrs/week) is high. The workers engaged in forging and grinding sections are more prone to noise induced hearing loss (NIHL) at higher frequencies as compared to workers of other sections. It is recommended that there is a strong need to implement the standard of working hours as well as heat stress and noise control measures."
"20151883","High frequency audiometric notch: an outpatient clinic survey.","It is a common misconception that high frequency audiometric notches are diagnostic of noise induced hearing loss. The aim of this study was to identify the prevalence of high frequency notch (HFN) in an audiovestibular medicine outpatient clinic population at a district general hospital. One hundred and forty nine consecutive adult patients were assessed. According to standard practice at the audiovestibular clinic, a full clinical history with particular emphasis on neuro-otological symptoms, noise exposure, and medical risk factors for sensorineural hearing loss was taken. After standard 8-frequency pure tone audiometry, subjects were divided into those with HFN and those without. There were 84 (56%) females and 65 (44%) males with a mean age of 45 years (range: 19 to 91 years). A total of 39.6% had notches not attributable to noise (occupational or recreational) or any other known risk factor. In 29 (49.2%) and 15 (25.4%) the HFN was present in the left and right ear respectively whereas 15 (25.4%) were bilateral. The frequency least affected was 3 kHz while 4 kHz and 6 kHz were affected in almost equal proportions. In 53 ears (71.6%), the notch depth was less than 20 dBHL (10-19 dB) compared to 21 ears (28.4%) with a depth of 20 dBHL or more. This study concludes that high frequency notch without excessive noise exposure or any other known factor is common. It is neither diagnostic of, nor invariable with NIHL unless a convincing history of hazardous noise exposure is elicited from the history."
"20127062","[Problematic medical expertise concerning simulation and aggravation in audiology].","BACKGROUND: The effect of an incorrect audiological medical assessment of noise trauma deafness can be substantial. The impact will be demonstrated using a case example. The reasons for incorrect assessment are often insufficient examination conditions or simulation and aggression of the subject. The results of a study on this topic will be presented.PATIENTS AND METHODS: A total of 61 patients who underwent a psycho-acoustic medical assessment were grouped into 1 of 4 categories ranging from category 0 for no simulation or aggravation to category III for severe simulation and aggravation. For category III reliable and valid thresholds of pure tone audiometry can only be achieved using objective audiological measurements. The frequency, extent and socio-economic factors were evaluated.RESULTS: Of the 61 individuals 26 showed no simulation or aggravation behavior (category 0), 10% were grouped into category III and 48% into categories I and II. The tendency to simulation and aggravation increased with the patients' age, the level of education and the frequency of medical examinations prior to this investigation.CONCLUSIONS: Simulation and aggravation is a more frequent phenomenon than previously assumed (approximately 58% of all audiological examinations). The effect in terms of economical damage could be substantial. The usage of a well-defined classification is highly recommended in order to improve the quality of medical assessment in ENT."
"20095099","[The main stages and prospects of investigation of occupational loss of hearing in the flight personnel of civilian aviation].","The objective of the present paper is to review the main stages of investigations into the mechanisms of occupational loss of hearing in the light personnel of civilian aviation starting from the early period in the development of aviation (the first decades of the XXth century) up to the present time. Much attention is given to clinical and audiologic studies involving the flight personnel, elaboration of guidelines and instructions on elucidation, diagnosis, and expert examination of occupational deafness in the personnel of civilian aviation. Prospects for handling the problem in this country are discussed."
"20088040","Fort Carson: an Army Hearing Program success story.",""
"20088037","Cohort case studies on acoustic trauma in Operation Iraqi Freedom.",""
"20081791","[Peculiarities of differential diagnosis of occupational neurosensory loss of hearing in the flight personnel of civilian aviation].","The author discusses the main aspects of differential diagnosis of occupational neurosensory deafness in the flight personnel of civilian aviation. Taken together, specific working conditions in civil aviation, socio-economic factors, and the structure of morbidity among the flight personnel hinder differential diagnosis of occupational loss of hearing in the pilots. A method for retrospective analysis of dynamic audiometry data is proposed to elucidate pathogenesis of occupational neurosensory deafness in the flight personnel. The method is based on the analysis of results of clinical and audiologic studies taking into consideration concomitant pathology (if any), age-related changes in the health status, intra-cabin aircraft noise characteristics, and objective evaluation of noise load on the organ of hearing during the entire period of professional occupation of individual members of the flight personnel. It is concluded that introduction of this method into routine practice of medical examination of the flight personnel in civilian aviation may contribute to the lowering of the frequency of hyperdiagnosis of occupational deafness in this category of workers."
"20081790","[The risk of occupational neurosensory loss of hearing in the workers employed in coal and ore mining industries].","This clinico-audiological study included 983 workers engaged in coal and ore mining exposed to combined effect of occupational noise and vibration. Pathogenetic mechanisms underlying the development of occupational deafness were shown to depend on intensity and duration of the action of these factors. Impedancometry was used to evaluate the functional state of the middle ear and to study protective and adaptive potential of ear muscles. Criteria are proposed for the identification of groups of workers at risk of development of occupational deafness. The relationship between individual features of cerebral hemodynamics and the functional state of the middle ear is established."
"20081789","[Registration of evoked otoacoustic emission in the members of locomotive crews of the railroad service].","The objective of the present study was to evaluate characteristics of the hearing function in the subjects exposed to intense occupational noise. The audiologic examination involved members of locomotive crews of the railroad transport and included impedancometry, threshold tonal audiometry, and registration of two types of evoked otoacoustic emission (delayed evoked otoacoustic emission and distortion product otoacoustic emission). Characteristics of otoacoustic emission in subjects with occupational loss of hearing were compared with those in patients with neurosensory deafness of a different etiology. It was shown that registration of different classes of evoked otoacoustic emission makes it possible to recognize early pre-clinical signs of inner ear disorders caused by intense occupational noise. The changes are first and foremost apparent within a frequency band of 4 kHz. At the same time, registration of individual types of evoked otoacoustic emission does not permit to differentiate between occupational loss of hearing and neurosensory deafness of other origin."
"20081787","[Peculiarities of the development of occupational deafness in the workers of &quot;noisy&quot; professions employed in experimental mechanical engineering].","The objective of this work was to evaluate the health status and hearing function in the workers employed in experimental mechanical engineering and exposed to the combined effect of noise and occupational psychoemotional stress. The authors describe specific clinico-audiological characteristics of hearing disturbances diagnosed with the help up-to-date highly informative and objective methods for the evaluation of the function of acoustic analyzer, such as impedancometry, threshold tonal high-frequency audiometry, registration of distortion product otoacoustic emission. Criteria for the early diagnosis of neurosensory loss of hearing of &lt;noise etiology&quot; are proposed. The cause-and-effect relationship between central hemodynamics patterns, intensity of work, and noise level has been established."
"20079086","[Research status of the role of recreational noise to hearing.].",""
"20075736","Estimating the effect of occupational noise exposure on hearing thresholds: the importance of adjusting for confounding variables.","OBJECTIVES: To evaluate whether valid estimation of the effect of occupational noise exposure on hearing thresholds requires adjustment for factors other than age, sex, and race, which also influence hearing function.DESIGN: Multivariate regression analyses were performed in the 1999-2002 National Health and Nutrition Examination Survey (N = 3527).RESULTS: Occupational noise exposure was significantly associated with educational level, leisure time and firearm noise, and smoking. Incomplete adjustment for these factors leads to an overestimation of the effect of occupational noise exposure.CONCLUSIONS: Current methods of estimating the effect of occupational noise exposure (e.g., Annex C of American National Standards Institute S3.44) require better consideration of these confounding factors."
"20058216","[From the expert office: pseudo-&quot;air-bone-gap&quot; in sensorineural hearing loss].",""
"23022782","Report of audiogram.",""
"22183281","Effects of impact noise on the hearing of military personnel.","Shooting is an activity that exposes military personnel to noise impact, which may cause irreversible effects on hearing.</AbstractText>: Shooting is an activity that exposes military personnel to noise impact, which may cause irreversible effects on hearing.OBJECTIVE: To evaluate impact noise on the hearing of military personnel that practice shooting.STUDY DESIGN: A case-control retrospective study.METHODS: 115 military personnel were enrolled; 65 had been exposed to impact noise and 50 were non-exposed. Firearm noise levels were evaluated, subjects answered a questionnaire and underwent threshold tonal audiometry and otoacoustic emissions testing.RESULTS: The average noise level was 125 dB(C). Most subjects (78%) believe that noise may cause hearing loss; nearly all (92.3%) used ear noise protectors while shooting, but most (32.3%) had never received guidance for using this equipment. There were significant differences between the two groups in relation to changes suggesting impact noise-induced hearing loss.CONCLUSION: The differences between groups show that noise-exposed military personnel are more likely to develop hearing loss. The goal of a hearing conservation program for this population should be to preserve hearing and educate these individuals about the importance of using hearing protection correctly."
"22176308","Measurement of impulse peak insertion loss for four hearing protection devices in field conditions.","OBJECTIVE: In 2009, the U.S. Environmental Protection Agency (EPA) proposed an impulse noise reduction rating (NRR) for hearing protection devices based upon the impulse peak insertion loss (IPIL) methods in the ANSI S12.42-2010 standard. This study tests the ANSI S12.42 methods with a range of hearing protection devices measured in field conditions.DESIGN: The method utilizes an acoustic test fixture and three ranges for impulse levels: 130-134, 148-152, and 166-170 dB peak SPL. For this study, four different models of hearing protectors were tested: Bilsom 707 Impact II electronic earmuff, E·A·R Pod Express, E·A·R Combat Arms version 4, and the Etymotic Research, Inc. Electronic BlastPLG™ EB1.STUDY SAMPLE: Five samples of each protector were fitted on the fixture or inserted in the fixture's ear canal five times for each impulse level. Impulses were generated by a 0.223 caliber rifle.RESULTS: The average IPILs increased with peak pressure and ranged between 20 and 38 dB. For some protectors, significant differences were observed across protector examples of the same model, and across insertions.CONCLUSIONS: The EPA's proposed methods provide consistent and reproducible results. The proposed impulse NRR rating should utilize the minimum and maximum protection percentiles as determined by the ANSI S12.42-2010 methods."
"22147782","School-based hearing screening won't prevent noise-induced hearing loss.",""
"22147776","Improving detection of adolescent hearing loss.","OBJECTIVES: To compare a protocol for pure-tone threshold testing, capable of detecting high-frequency hearing loss as indicated by notched audiometric configurations, with the current school rapid hearing screen and to determine typical adolescent noise exposures associated with notched audiometric configurations.DESIGN: In conjunction with required school rapid hearing screening, a pure-tone threshold testing protocol was administered, specifically to test hearing at high frequencies. A single audiologist reviewed the results. Students completed a survey assessing their noise exposures.SETTING: A public high school in Pennsylvania.PARTICIPANTS: Eleventh-grade students.MAIN OUTCOME MEASURE: Notched audiometric configurations on the pure-tone threshold test.RESULTS: Among 296 participants, 78 (26.4%) failed pure-tone threshold testing compared with 15 (5.1%) failing rapid hearing screening. Among those failing the pure-tone threshold testing, 67 (85.9%) failed due to notched audiometric configurations. Self-reported headphone use with an MP3 player was significantly associated with notched audiometric configurations compared with use of earbuds or stereo connection/docking systems.CONCLUSIONS: Pure-tone threshold testing incorporating high frequencies detects adolescent hearing loss more often than rapid hearing screens. Most state hearing screens omit high-frequency testing, potentially missing high-frequency losses, such as noise-induced hearing loss. Because noise-induced hearing loss in particular is preventable and hazardous noise exposures have increased, a reliable school hearing screen to detect high-frequency hearing loss in adolescents is warranted."
"22128658","A case of sudden unilateral sensorineural hearing loss with contralateral psychogenic hearing loss induced by gunshot noise.","The reasons behind sudden sensorineural hearing loss are mostly unknown, but viral infections, blood disorders, ototoxicity, noise trauma, autoimmune disease, acoustic tumor, and even mental stress may be related to the disease. In cases of hearing loss as a result of psychogenic factors, early diagnosis and adequate treatment under collaboration with the psychiatric department are crucial, since failure to take appropriate measures may result in permanent sequela. We report a case, with a review of the literature, of sudden unilateral sensorineural hearing loss with contralateral psychogenic hearing loss induced by gunshot noise."
"22122962","Effect of vitamin E supplementation on carbogen-induced amelioration of noise induced hearing loss in man.","The study explores the effect of occupational noise on oxidative stress status and prophylactic effect of Vitamin E and carbogen (5% CO 2 +95%O 2 ) breathing in alleviating the oxidative damage and conserving the hearing in human volunteers exposed to intense occupational noise. Plasma total antioxidant status, blood glutathione (GSH), malondialdehyde (MDA), antioxidant enzyme activities of GSH peroxidase (EC 1.11.1.9, GPx), superoxide dismutase (EC 1.15.1.1; SOD) in erythrocytes, nitric oxide and nitric oxide synthase in plasma were assessed before and after 6 days of administration of Vitamin E and Carbogen. Results of the study indicate that the exposure to noise for 6 days increased blood concentration of MDA, decreased concentrations of reduced GSH, antioxidant enzyme activity of SOD and plasma total antioxidant status in control (noise) group. Vitamin E- supplemented group showed decline in oxidative stress reflected by significant decrease in blood concentration of MDA and increase in antioxidant enzyme activity of erythrocyte SOD. Results of audiometric studies revealed that breathing of carbogen prevented the development of temporary threshold shift; thereby reducing the risk of noise induced hearing loss."
"22122960","Increased vitamin plasma levels in Swedish military personnel treated with nutrients prior to automatic weapon training.","Noise-induced hearing loss (NIHL) is a significant clinical, social, and economic issue. The development of novel therapeutic agents to reduce NIHL will potentially benefit multiple very large noise-exposed populations. Oxidative stress has been identified as a significant contributor to noise-induced sensory cell death and NIHL, and several antioxidant strategies have now been suggested for potential translation to human subjects. One such strategy is a combination of beta-carotene, vitamins C and E, and magnesium, which has shown promise for protection against NIHL in rodent models, and is being evaluated in a series of international human clinical trials using temporary (military gunfire, audio player use) and permanent (stamping factory, military airbase) threshold shift models (NCT00808470). The noise exposures used in the recently completed Swedish military gunfire study described in this report did not, on average, result in measurable changes in auditory function using conventional pure-tone thresholds and distortion product otoacoustic emission (DPOAE) amplitudes as metrics. However, analysis of the plasma samples confirmed significant elevations in the bloodstream 2 hours after oral consumption of active clinical supplies, indicating the dose is realistic. The plasma outcomes are encouraging, but clinical acceptance of any novel therapeutic critically depends on demonstration that the agent reduces noise-induced threshold shift in randomized, placebo-controlled, prospective human clinical trials. Although this noise insult did not induce hearing loss, the trial design and study protocol can be applied to other populations exposed to different noise insults."
"22122956","High-frequency audiometry: a means for early diagnosis of noise-induced hearing loss.","Noise-induced hearing loss (NIHL), an irreversible disorder, is a common problem in industrial settings. Early diagnosis of NIHL can help prevent the progression of hearing loss, especially in speech frequencies. For early diagnosis of NIHL, audiometry is performed routinely in conventional frequencies. We designed this study to compare the effect of noise on high-frequency audiometry (HFA) and conventional audiometry. In a historical cohort study, we compared hearing threshold and prevalence of hearing loss in conventional and high frequencies of audiometry among textile workers divided into two groups: With and without exposure to noise more than 85 dB. The highest hearing threshold was observed at 4000 Hz, 6000 Hz and 16000 Hz in conventional right ear audiometry, conventional left ear audiometry and HFA in each ear, respectively. The hearing threshold was significantly higher at 16000 Hz compared to 4000. Hearing loss was more common in HFA than conventional audiometry. HFA is more sensitive to detect NIHL than conventional audiometry. It can be useful for early diagnosis of hearing sensitivity to noise, and thus preventing hearing loss in lower frequencies especially speech frequencies."
"22122401","Preferred listening levels of personal listening devices in young teenagers: self reports and physical measurements.","OBJECTIVE: To assess the potential risk of hearing loss to young listeners, due to the use of personal listening devices (PLDs).DESIGN: The study included two parts: (1) A self-report questionnaire on music listening habits, and (2) Physical measurements of preferred listening levels, in quiet and in everyday background noise.STUDY SAMPLE: Young teenagers aged 13 to 17 years. Part 1 included 289 participants with mean age of 14 years. Part 2 included 11 and 74 participants (2A and 2B) with a mean age of 15 years. Eleven listened to PLDs in quiet conditions (2A) and 74 in everyday background noise (2B).RESULTS: Questionnaire main findings indicated that most of the participants reported high or very high volume settings and demonstrated low awareness towards loud music listening consequences. Physical measurements corrected for diffuse field indicated mean preferred listening levels of: 82 (SD = 9) dBA in quiet, and 89 (SD = 9) dBA in the presence of background noise. The potential risk to hearing of PLDs users was calculated using the 8 hour equivalent level.CONCLUSION: More than 25% of the participants in the noisy condition were found to be at risk according to occupational damage risk criteria NIOSH, 1998."
