"PMID","Title","abstract"
"20081789","[Registration of evoked otoacoustic emission in the members of locomotive crews of the railroad service].","The objective of the present study was to evaluate characteristics of the hearing function in the subjects exposed to intense occupational noise. The audiologic examination involved members of locomotive crews of the railroad transport and included impedancometry, threshold tonal audiometry, and registration of two types of evoked otoacoustic emission (delayed evoked otoacoustic emission and distortion product otoacoustic emission). Characteristics of otoacoustic emission in subjects with occupational loss of hearing were compared with those in patients with neurosensory deafness of a different etiology. It was shown that registration of different classes of evoked otoacoustic emission makes it possible to recognize early pre-clinical signs of inner ear disorders caused by intense occupational noise. The changes are first and foremost apparent within a frequency band of 4 kHz. At the same time, registration of individual types of evoked otoacoustic emission does not permit to differentiate between occupational loss of hearing and neurosensory deafness of other origin."
"20081787","[Peculiarities of the development of occupational deafness in the workers of &quot;noisy&quot; professions employed in experimental mechanical engineering].","The objective of this work was to evaluate the health status and hearing function in the workers employed in experimental mechanical engineering and exposed to the combined effect of noise and occupational psychoemotional stress. The authors describe specific clinico-audiological characteristics of hearing disturbances diagnosed with the help up-to-date highly informative and objective methods for the evaluation of the function of acoustic analyzer, such as impedancometry, threshold tonal high-frequency audiometry, registration of distortion product otoacoustic emission. Criteria for the early diagnosis of neurosensory loss of hearing of &lt;noise etiology&quot; are proposed. The cause-and-effect relationship between central hemodynamics patterns, intensity of work, and noise level has been established."
"20075736","Estimating the effect of occupational noise exposure on hearing thresholds: the importance of adjusting for confounding variables.","OBJECTIVES: To evaluate whether valid estimation of the effect of occupational noise exposure on hearing thresholds requires adjustment for factors other than age, sex, and race, which also influence hearing function.DESIGN: Multivariate regression analyses were performed in the 1999-2002 National Health and Nutrition Examination Survey (N = 3527).RESULTS: Occupational noise exposure was significantly associated with educational level, leisure time and firearm noise, and smoking. Incomplete adjustment for these factors leads to an overestimation of the effect of occupational noise exposure.CONCLUSIONS: Current methods of estimating the effect of occupational noise exposure (e.g., Annex C of American National Standards Institute S3.44) require better consideration of these confounding factors."
"20058216","[From the expert office: pseudo-&quot;air-bone-gap&quot; in sensorineural hearing loss].",""
"23022782","Report of audiogram.",""
"22183281","Effects of impact noise on the hearing of military personnel.","Shooting is an activity that exposes military personnel to noise impact, which may cause irreversible effects on hearing.</AbstractText>: Shooting is an activity that exposes military personnel to noise impact, which may cause irreversible effects on hearing.OBJECTIVE: To evaluate impact noise on the hearing of military personnel that practice shooting.STUDY DESIGN: A case-control retrospective study.METHODS: 115 military personnel were enrolled; 65 had been exposed to impact noise and 50 were non-exposed. Firearm noise levels were evaluated, subjects answered a questionnaire and underwent threshold tonal audiometry and otoacoustic emissions testing.RESULTS: The average noise level was 125 dB(C). Most subjects (78%) believe that noise may cause hearing loss; nearly all (92.3%) used ear noise protectors while shooting, but most (32.3%) had never received guidance for using this equipment. There were significant differences between the two groups in relation to changes suggesting impact noise-induced hearing loss.CONCLUSION: The differences between groups show that noise-exposed military personnel are more likely to develop hearing loss. The goal of a hearing conservation program for this population should be to preserve hearing and educate these individuals about the importance of using hearing protection correctly."
"22176308","Measurement of impulse peak insertion loss for four hearing protection devices in field conditions.","OBJECTIVE: In 2009, the U.S. Environmental Protection Agency (EPA) proposed an impulse noise reduction rating (NRR) for hearing protection devices based upon the impulse peak insertion loss (IPIL) methods in the ANSI S12.42-2010 standard. This study tests the ANSI S12.42 methods with a range of hearing protection devices measured in field conditions.DESIGN: The method utilizes an acoustic test fixture and three ranges for impulse levels: 130-134, 148-152, and 166-170 dB peak SPL. For this study, four different models of hearing protectors were tested: Bilsom 707 Impact II electronic earmuff, E·A·R Pod Express, E·A·R Combat Arms version 4, and the Etymotic Research, Inc. Electronic BlastPLG™ EB1.STUDY SAMPLE: Five samples of each protector were fitted on the fixture or inserted in the fixture's ear canal five times for each impulse level. Impulses were generated by a 0.223 caliber rifle.RESULTS: The average IPILs increased with peak pressure and ranged between 20 and 38 dB. For some protectors, significant differences were observed across protector examples of the same model, and across insertions.CONCLUSIONS: The EPA's proposed methods provide consistent and reproducible results. The proposed impulse NRR rating should utilize the minimum and maximum protection percentiles as determined by the ANSI S12.42-2010 methods."
"22122962","Effect of vitamin E supplementation on carbogen-induced amelioration of noise induced hearing loss in man.","The study explores the effect of occupational noise on oxidative stress status and prophylactic effect of Vitamin E and carbogen (5% CO 2 +95%O 2 ) breathing in alleviating the oxidative damage and conserving the hearing in human volunteers exposed to intense occupational noise. Plasma total antioxidant status, blood glutathione (GSH), malondialdehyde (MDA), antioxidant enzyme activities of GSH peroxidase (EC 1.11.1.9, GPx), superoxide dismutase (EC 1.15.1.1; SOD) in erythrocytes, nitric oxide and nitric oxide synthase in plasma were assessed before and after 6 days of administration of Vitamin E and Carbogen. Results of the study indicate that the exposure to noise for 6 days increased blood concentration of MDA, decreased concentrations of reduced GSH, antioxidant enzyme activity of SOD and plasma total antioxidant status in control (noise) group. Vitamin E- supplemented group showed decline in oxidative stress reflected by significant decrease in blood concentration of MDA and increase in antioxidant enzyme activity of erythrocyte SOD. Results of audiometric studies revealed that breathing of carbogen prevented the development of temporary threshold shift; thereby reducing the risk of noise induced hearing loss."
"22122956","High-frequency audiometry: a means for early diagnosis of noise-induced hearing loss.","Noise-induced hearing loss (NIHL), an irreversible disorder, is a common problem in industrial settings. Early diagnosis of NIHL can help prevent the progression of hearing loss, especially in speech frequencies. For early diagnosis of NIHL, audiometry is performed routinely in conventional frequencies. We designed this study to compare the effect of noise on high-frequency audiometry (HFA) and conventional audiometry. In a historical cohort study, we compared hearing threshold and prevalence of hearing loss in conventional and high frequencies of audiometry among textile workers divided into two groups: With and without exposure to noise more than 85 dB. The highest hearing threshold was observed at 4000 Hz, 6000 Hz and 16000 Hz in conventional right ear audiometry, conventional left ear audiometry and HFA in each ear, respectively. The hearing threshold was significantly higher at 16000 Hz compared to 4000. Hearing loss was more common in HFA than conventional audiometry. HFA is more sensitive to detect NIHL than conventional audiometry. It can be useful for early diagnosis of hearing sensitivity to noise, and thus preventing hearing loss in lower frequencies especially speech frequencies."
"22122401","Preferred listening levels of personal listening devices in young teenagers: self reports and physical measurements.","OBJECTIVE: To assess the potential risk of hearing loss to young listeners, due to the use of personal listening devices (PLDs).DESIGN: The study included two parts: (1) A self-report questionnaire on music listening habits, and (2) Physical measurements of preferred listening levels, in quiet and in everyday background noise.STUDY SAMPLE: Young teenagers aged 13 to 17 years. Part 1 included 289 participants with mean age of 14 years. Part 2 included 11 and 74 participants (2A and 2B) with a mean age of 15 years. Eleven listened to PLDs in quiet conditions (2A) and 74 in everyday background noise (2B).RESULTS: Questionnaire main findings indicated that most of the participants reported high or very high volume settings and demonstrated low awareness towards loud music listening consequences. Physical measurements corrected for diffuse field indicated mean preferred listening levels of: 82 (SD = 9) dBA in quiet, and 89 (SD = 9) dBA in the presence of background noise. The potential risk to hearing of PLDs users was calculated using the 8 hour equivalent level.CONCLUSION: More than 25% of the participants in the noisy condition were found to be at risk according to occupational damage risk criteria NIOSH, 1998."
"22094854","Hearing profile of gold miners with and without tuberculosis.","OBJECTIVES: To compare the hearing of gold miners with and without tuberculosis (TB) to determine the effect of TB and its associated risk profile on hearing.METHODS: Audiological and medical surveillance data of 2698 South African gold miners for 2001-2009 were analysed in a retrospective cohort design. Hearing thresholds for the air conduction frequencies (0.5, 1, 2, 3, 4, 6, 8 kHz) in both ears were analysed together with biographical and occupational data. Subjects were divided into two experimental (single TB treatment, n=911 and multiple TB treatment, n=376) and one control group (n=1411). Comparisons between groups included (1) change from baseline to most recent audiogram, (2) most recent hearing thresholds and (3) most recent thresholds in a subset of noise exposed and unexposed groups.RESULTS: Hearing thresholds for the TB groups were significantly (p&lt;0.01) elevated compared to the control group, after correcting for time between baseline and most recent audiogram, threshold at baseline and age at test. Pair-wise comparisons demonstrated the largest threshold differences between the control and multiple TB group. Changes in mean thresholds across TB treatment groups were independent of noise exposure. Hearing thresholds over time also deteriorated significantly more (p&lt;0.01) in workers with TB (single and multiple treatment) than in workers without TB.CONCLUSION: Gold miners with TB, especially with more than one episode of TB, demonstrate significantly poorer hearing thresholds and more pronounced decline in hearing over time independent of noise exposure. The exact cause is likely a complex interaction between TB, including treatment, and its associated risk profile."
"22048583","Assessment of noise levels of the equipments used in the dental teaching institution, Bangalore.","CONTEXT: In dental practical classes, the acoustic environment is characterized by high noise levels in relation to other teaching areas, due to the exaggerated noise produced by some of these devices and use of dental equipment by many users at the same time.AIMS: To measure, analyze and compare noise levels of equipments among dental learning areas under different working conditions and also to measure and compare noise levels between used and brand new handpieces under different working conditions.MATERIALS AND METHODS: Noise levels were measured and analyzed in different dental learning areas that included clinical, pre-clinical areas and laboratories selected as representatives of a variety of learning-teaching activities. The noise levels were determined using a precision noise level meter (CENTER® 325 IEC 651 TYPE II) with a microphone. The mean of the maxima was determined. The data were collected, tabulated, and statistically analyzed using t tests.RESULTS: The noise levels measured varied between 64 and 97 dB(A).The differences in sound levels when the equipment was merely turned on and during cutting operations and also between used and brand new equipments were recorded. The laboratory engines had the highest noise levels, whereas the noise levels in high-speed turbine handpieces and the low-speed contra angle handpieces were decreased.CONCLUSION: The noise levels detected in this study are considered to be close to the limit of risk of hearing loss."
"22046790","[Industrial sound spectrum entailing noise-induced occupational hearing loss in Iasi industry].","In European Union every day millions of employees are exposed to noise at work and the risk this can entail.</AbstractText>: In European Union every day millions of employees are exposed to noise at work and the risk this can entail.AIM: this study presents the sound spectrum in Iasi heavy industry: metal foundries industry, punching and embossing of metal sheets, cold and hot metal processing.MATERIAL AND METHODS: it was used a type 2 Sound Level Meter (SLM) and the considered value was the average value over 10 test values in 10 consecutive days for each octave band in common audible frequency range.RESULTS AND DISCUSSIONS: It is obviously that the large values of sound intensities in the most of frequency octave band exceed maximum admissible and legal values.CONCLUSIONS: The study reveals the necessity of hardware, medical and managerial measures in order to reduce the occupational noise and to prevent the hearing acuity damage of the workers."
"21988504","Speech-in-noise screening tests by internet, part 1: test evaluation for noise-induced hearing loss identification.","OBJECTIVE: In the Netherlands three internet-based self-screening tests have been developed; the National Hearing Test (NHT), Earcheck (EC), and Occupational Earcheck (OEC). These tests are adaptive speech-in-noise tests using either digit triplets or monosyllables, presented in stationary speech-shaped noise. These tests can be highly valuable in increasing the awareness and prevention of noise-induced hearing loss (NIHL). This study evaluates these online speech-in-noise tests and investigates their potential to detect NIHL.DESIGN: In a multi-centre study the results of the three online screening tests are compared to pure-tone audiometry and to the Dutch sentence SRT test ( Plomp &amp; Mimpen, 1979a ), which is considered the clinical standard.STUDY SAMPLE: In total, 49 normal-hearing listeners and 49 patients with different degrees of NIHL participated.RESULTS: The online tests show good reliability, but there is much overlap in outcomes between normal-hearing listeners and participants with early NIHL. In addition, rather low correlations of the test results with both the Dutch sentence SRT test and pure-tone thresholds are found. These findings result in rather low test sensitivity: 54% (NHT) and 51% (EC), or low specificity: 49% (OEC).CONCLUSIONS: The online screening tests in their current form are unsuitable to be used for early NIHL screening purposes."
"21987700","Randomized trial of a hearing conservation intervention for rural students: long-term outcomes.","OBJECTIVES: We had the rare opportunity to conduct a cluster-randomized controlled trial to observe the long-term (16-year) effects of a well-designed hearing conservation intervention for rural high school students. This trial assessed whether the intervention resulted in (1) reduced prevalence of noise-induced hearing loss (NIHL) assessed clinically and/or (2) sustained use of hearing protection devices.METHODS: In 1992-1996, 34 rural Wisconsin schools were recruited and 17 were assigned randomly to receive a comprehensive, 3-year, hearing conservation intervention. In 2009-2010, extensive efforts were made to find and contact all students who completed the original trial. Participants in the 16-year follow-up study completed an exposure history questionnaire and a clinical audiometric examination. Rates of NIHL and use of hearing protection were compared.RESULTS: We recruited 392 participants from the original trial, 200 (53%) from the intervention group and 192 (51%) from the control group. Among participants with exposure to agricultural noise, the intervention group reported significantly greater use of hearing protection compared with the control group (25.9% vs 19.6%; P = .015). The intervention group also reported significantly greater use of hearing protection for shooting guns (56.2% vs 41.6%; P = .029), but the groups reported similar uses of protection in other contexts. There was no significant difference between groups with respect to objective measures of NIHL.CONCLUSION: This novel trial provides objective evidence that a comprehensive educational intervention by itself may be of limited effectiveness in preventing NIHL in a young rural population."
"21959117","Hearing status among aircraft maintenance personnel in a commercial airline company.","The aim was to study subjective and objective hearing loss in a population of aircraft maintenance workers and identify predictors. A total of 327 aircraft maintenance personnel answered a self-administered work environment questionnaire (response rate 76%) and underwent audiometric test. The mean values for the hearing threshold at 3, 4, and 6 kHz for the ear with the most hearing loss were compared with a Swedish population database of persons not occupationally exposed to noise. Equivalent noise exposure during a working day was measured. Relationships between subjective and objective hearing loss and possible predictors (age, years of employment, self-reported exposure to solvents, blood pressure, and psycho-social factors) were analyzed by multiple logistic regression. At younger ages (&lt;40 years), aircraft maintenance workers had higher hearing thresholds (1-3 dB) compared to the reference group, but such a difference was not found in older employees. Relationships were found between age and objective hearing loss, and between exposure to solvents and reported subjective hearing loss. Equivalent noise exposure during working days were 70-91 dB(A) with a maximal noise level of 119 dB(A). Aircraft maintenance workers are exposed to equivalent noise levels above the Swedish occupational standard, including some very high peak exposures. Younger employees have a higher age-matched hearing threshold level compared with a reference group. Thus, there is a need for further preventive measures."
"21959115","Hearing impairment among workers exposed to excessive levels of noise in ginning industries.","Cotton ginning workers have a risk of hearing loss due to excessive noise levels at the workplace environment. In this study, estimates of typical sound levels prevailing at the workplace environment and its effects on hearing ability of the exposed workers were made among cotton ginning workers. Data on self-reported health status was collected by a questionnaire survey at 10 cotton ginning industries located at Jalgaon district of Maharashtra state, India. The cotton ginning workers were exposed to continuous noise levels between 89 and 106 dBA. The hearing ability of the subjects was accessed by pure tone audiometry. The results of audiometry show mild, moderate and moderately severe degree of hearing impairment among the cotton ginning workers. The data generated during the study show that hearing loss was significantly associated with period of exposure to the workplace noise (P &lt;0.0001). The prevalence of audiometric hearing impairment defined as a threshold average greater than 25 dB hearing level was 96% for binaural low-frequency average, 97% for binaural mid frequency average and 94% for binaural high-frequency average in the cotton ginning workers. We recommend the compulsory use of personal protective equipment like ear plug by the cotton ginning workers at the workplace environment. A regular maintenance of ginning and pressing machineries will avoid the emission of excessive noise at the workplace environment of cotton gins. A regular periodic medical examination is necessary to measure the impact of workplace noise on the health of cotton ginning workers."
"21959114","Prevalence of hearing loss and accuracy of self-report among factory workers.","Noise represents one of the most common occupational health hazards. A Healthy People 2020 objective aims to reduce hearing loss in the noise-exposed public. The purpose of this study was to describe and compare perceived and measured hearing, and to determine the prevalence of hearing loss among a group of factory workers. Data collected as part of an intervention study promoting hearing protector use among workers at an automotive factory in the Midwest were used. Plant employees (n=2691) provided information regarding their perceived hearing ability, work role, and other demographics. The relationships among audiograms, a single-item measure of perceived hearing ability, and demographic data were explored using chi-square, McNemar's test, Mann-Whitney U-test, sensitivity, and specificity. The prevalence of hearing loss among noise-exposed factory workers was 42% (where hearing loss was defined as &gt;25 dB loss at the OSHA-recommended frequencies of 2, 3, and 4 kHz in either ear). However, 76% of workers reported their hearing ability as excellent or good. The difference in perceived hearing ability was significant at each tested frequency between those with and without measured hearing loss. Self-reported hearing ability was poorly related to results of audiometry. Although this group of workers was employed in a regulated environment and served by a hearing conservation program, hearing loss was highly prevalent. These findings, together with national prevalence estimates, support the need for evaluation of hearing conservation programs and increased attention to the national goal of reducing adult hearing loss."
"21939595","Development and validation of a numerical prediction model to estimate the annoyance condition at the operation station of compact loaders.","This paper describes the results of a study aimed at developing and validating a prediction model to assess the annoyance conditions at the operator station of compact loaders by using noise signal objective parameters only. For this purpose, binaural measurements were carried out on 41 compact loaders, both in stationary and real working conditions. The 62 binaural noise recordings were objectively analysed in terms of acoustic and psychoacoustic parameters and then divided into 9 groups and used in specific jury tests to obtain the subjective annoyance scores. Finally, multiple regression technique was applied to the first 6 groups of noise stimuli to develop the model while the remaining groups were used to validate it."
"21913152","[From THE EXPERT OFFICE: what is the right time for making a report by having a suspicion of a noise induced hearing loss?].",""
"21901696","Interventions to promote the wearing of hearing protection.","BACKGROUND: This is an update of a Cochrane Review first published in The Cochrane Library in Issue 2, 2006 and previously updated in 2009.Noise-induced hearing loss can be prevented by eliminating or lowering noise exposure levels. Where the source of the noise cannot be eliminated, workers have to rely on hearing protection equipment. Several trials have been conducted to study the effectiveness of interventions to influence the wearing of hearing protection.OBJECTIVES: To evaluate the effectiveness of interventions to enhance the wearing of hearing protection among persons regularly exposed to high noise levels.SEARCH STRATEGY: We searched the Cochrane Ear, Nose and Throat Disorders Group Trials Register; the Cochrane Central Register of Controlled Trials (CENTRAL) (The Cochrane Library 2011, Issue 1); PubMed; EMBASE; CINAHL; Web of Science; BIOSIS Previews; Cambridge Scientific Abstracts; ICTRP and additional sources for published and unpublished trials. The date of the most recent search was 8 April 2011.SELECTION CRITERIA: We included studies if they had a randomised design, if they were among noise exposed (&gt; 80 dB(A)) persons, if they included an intervention to promote the wearing of hearing protection (compared to another intervention or no intervention), and if the outcome measured was the amount of use of hearing protection or a proxy measure thereof.DATA COLLECTION AND ANALYSIS: Two authors selected relevant trials, assessed risk of bias and extracted data.MAIN RESULTS: Seven studies, involving 4670 participants, were included.A computer-based intervention lasting 30 minutes, tailored to the risk of an individual worker, was not found to be more effective than a video providing general information among workers, around 80% of whom already used hearing protection.A four-year school-based hearing loss prevention programme found that the intervention group was twice as likely to wear some kind of hearing protection as the control group that received a baseline hearing test and two additional tests at years two and three.We conducted two meta-analyses for the comparisons 'tailored strategy (the use of communication or other types of interventions that are specific to an individual or a group and aim to change behaviour) versus non-tailored strategy' and 'tailored strategy versus a commercial video on the use of hearing protection' to look at mean percentage use of hearing protective devices (HPDs), that showed improvement in the mean use of HPDs for the tailored group. A meta-analysis of the comparison 'mixed interventions' (classroom instruction, distribution of HPDs, mailings, noise level assessments and audiometric testing) versus control (audiometric testing alone) also showed improvement in self reported use of HPDs when shooting firearms.Tailored education showed an improvement in HPD use of 8.3% versus targeted education (6.1%).AUTHORS' CONCLUSIONS: The evidence found in this review shows that some interventions improve the mean use of hearing protection devices compared to non-intervention. Future trials should have standard outcomes and interventions to allow the combining of results in meta-analysis."
"21873915","Validity of self-rated hearing compared with audiometric measurement among construction workers.","BACKGROUND: A valid assessment of hearing status is important to detect hearing loss early and prevent further loss in noise-exposed individuals or older adults. Self-report is used widely in research and is often the only possible measure to evaluate hearing ability.OBJECTIVES: The aims of this study were to establish the level of validity of self-rated hearing by comparing it with the results of audiograms and to examine correlations and changes in self-rated and measured hearing status over time.METHODS: Survey and audiogram data collected from 403 construction workers at two different time points (Years 1 and 2) were used in the hearing protection intervention study. Self-rated hearing was assessed on a 5-point rating scale using a single question (&quot;How do you rate your hearing?&quot;). Hearing was measured via audiograms conducted at frequencies 0.5 through 8 kHz. Three pure-tone threshold average (PTA) indicators, PTA 0.5-2 kHz, PTA 0.5-3 kHz, and PTA 4-6 kHz, of the worse ear were used and compared with self-ratings at two time points.RESULTS: Percentage of agreement between the self-rated and measured hearing was lowest in PTA 4-6 kHz and highest in PTA 0.5-3 kHz for both years. Cohen's kappas showed fair to moderate (.25-.45) agreement. Sensitivity was higher (.82-.89) in the speech frequencies and lower (.51-.55) at higher frequencies. Specificity was better at higher frequencies than at lower frequencies (.83-.89 vs .68-.74). Although there was no appreciable change in self-rated hearing and limited change in measured hearing on all 3 indicators from Years 1 to 2, correlations between self-rated and measured hearing were higher in Year 2.DISCUSSION: A single-item question about an individual's hearing ability is moderately useful and valid to assess hearing loss and can be recommended for a population-based study only if audiograms are not available, but self-report hearing screening should not be considered an adequate substitute for the standardized audiometric test. Providing audiograms and feedback on the results apparently enhanced individuals' ability to judge their hearing status."
"21829923","[Auditory temporal processing assessment in rural workers exposed to organophosphate pesticides].","PURPOSE: To evaluate the auditory temporal processing in workers occupationally exposed to organophosphate pesticides.METHODS: Cross-sectional study in which 43 rural workers of both genders with bilaterally normal auditory thresholds that were occupationally exposed to organophosphates were assessed. The procedures included the following items: questionnaire regarding personal and professional background, period of exposition to organophosphates, otoscopy, pure-tone audiometry. Auditory temporal processing was tested through: the Frequency Pattern Test, the Duration Pattern Test and the Gaps-In-Noise Test. Performance on the tests were analyzed, as well as differences between left and right ears on the Gaps-In-Noise Test, and education level in all tests.RESULTS: In great part of the subjects, auditory temporal processing performance was below normal standards. There was no difference between ears on the Gaps-In-Noise Test (p=0.33). Additionally, no differences were found on any of the tests according to education level (Gaps-In-Noise: p=0.21 on the right ear, and p=0.053 on the left ear; Frequency Pattern Test: p=0.37; Duration Pattern Test: p=0.84).CONCLUSION: Temporal resolution and temporal order abilities were altered in individuals occupationally exposed to organophosphate pesticides, even when they showed normal peripheral auditory thresholds."
"21825303","Longitudinal assessment of noise exposure in a cohort of construction workers.","OBJECTIVES: To address questions surrounding noise-induced hearing loss (NIHL) from variable noise, we have been evaluating noise exposures and changes in hearing in a prospective cohort of construction workers (representing eight trades) and controls. In this paper, we develop and explore several long-term exposure estimates for cohort members.METHODS: We followed cohort members between 1999 and 2009 and interviewed them approximately annually to obtain a detailed work history for the previous subject-interval while also collecting tests of hearing sensitivity. Over the same period, we also collected a sample of full-shift average noise measurements and activity information. We used data from these two sources to develop various exposure estimates for each subject for specific subject intervals and for the duration of the study. These estimates included work duration, trade-mean (TM)-equivalent continuous exposure level (L(EQ)), task-based (TB) L(EQ), a hybrid L(EQ) combining TB and subjective information, and an estimate of noise exposure 'peakiness'.RESULTS: Of the 456 subjects enrolled in the study, 333 had at least 2 interviews and met several inclusion criteria related to hearing sensitivity. Depending on the metric used, between one-third and three-quarters of 1310 measured full-shift noise exposures exceeded permissible and recommended exposure limits. Hybrid and TB exposure estimates demonstrated much greater variability than TM estimates. Work duration and estimates of exposure peakiness showed poor agreement with average exposures, suggesting that these metrics evaluate different aspects of exposure and may have different predictive value for estimating NIHL.CONCLUSIONS: Construction workers in the cohort had subject-interval and study-average exposures which present a substantial potential risk of NIHL. In a subsequent paper, we will use these estimates to evaluate the exposure-response relationship between noise and NIHL."
"21822855","Audiological implications of earplugs used for the prevention of aural exostoses.","External auditory canal exostoses may be a preventable disease, so it is surprising that the regular use of water precautions is not greater among surfers. One reason for this is the impairment of hearing whilst wearing earplugs. The objective of this study is to establish the hearing impairment of commonly available earplugs used by surfers. Staff and patients with normal hearing were recruited to have pure tone audiometry performed multiple times, initially with no earplugs, and subsequently with earplugs. Three earplug types were tested which differed in their nature and material (prefabricated elastomer, custom-fitted silicone, and custom-fitted acrylic). Vented and non-vented forms of the earplugs were tested. 30 normal hearing ears were included. Two-tailed paired t-tests comparing hearing thresholds between different earplugs identified that the elastomer earplugs caused the least hearing impairment (p &lt; 0.001). There was no significant difference in hearing thresholds between vented and non-vented elastomer earplugs (p = 0.148), but the difference between vented and non-vented forms of other earplugs was statistically significant (silicone p = 0.010, acrylic p = 0.018). Prefabricated ear plugs produce less hearing impairment than other commonly available earplugs. A customised earplug made of hard material causes the greatest impairment of hearing. We therefore recommend that for aquatic sports where hearing is important, a soft prefabricated earplug is preferable."
"21812635","A multicenter study on the audiometric findings of styrene-exposed workers.","OBJECTIVE: The objective of this study was to evaluate hearing loss among workers exposed to styrene, alone or with noise.DESIGN: This cross-sectional study was conducted as part of NoiseChem, a European Commission 5th Framework Programme research project, by occupational health institutes in Finland, Sweden, and Poland.STUDY SAMPLE: Participants' ages ranged from 18-72 years (n = 1620 workers). Participants exposed to styrene, alone or with noise, were from reinforced fiberglass products manufacturing plants (n = 862). Comparison groups were comprised of workers noise-exposed (n = 400) or controls (n = 358). Current styrene exposures ranged from 0 to 309 mg/m(3), while mean current noise levels ranged from 70-84 dB(A). Hearing thresholds of styrene-exposed participants were compared with Annexes A and B from ANSI S3.44, 1996.RESULTS: The audiometric thresholds of styrene exposed workers were significantly poorer than those in published standards. Age, gender, and styrene exposure met the significance level criterion in the multiple logistic regression for the binary outcome 'hearing loss' (P = 0.0000). Exposure to noise (&lt;85 dBA p = 0.0001; =85 dB(A) p = 0.0192) interacted significantly with styrene exposure.CONCLUSIONS: Occupational exposure to styrene is a risk factor for hearing loss, and styrene-exposed workers should be included in hearing loss prevention programs."
"21802644","Dichotic multiple-frequency auditory steady-state responses in evaluating the hearing thresholds of occupational noise-exposed workers.","An objective, fast, and reasonably accurate assessment test that allows for easy interpretation of the responses of the hearing thresholds at all frequencies of a conventional audiogram is needed to resolve the medicolegal aspects of an occupational hearing injury. This study evaluated the use of dichotic multiple-frequency auditory steady-state responses (Mf-ASSR) to predict the hearing thresholds in workers exposed to high levels of noise. The study sample included 34 workers with noise-induced hearing impairment. Thresholds of pure-tone audiometry (PTA) and Mf-ASSRs at four frequencies were assessed. The differences and correlations between the thresholds of Mf-ASSRs and PTA were determined. The results showed that, on average, Mf-ASSR curves corresponded well with the thresholds of the PTA contours averaged across subjects. The Mf-ASSRs were 20±8dB, 16±9dB, 12±9dB, and 11±12dB above the thresholds of the PTA for 500Hz, 1,000Hz, 2,000Hz, and 4,000Hz, respectively. The thresholds of the PTA and the Mf-ASSRs were significantly correlated (r=0.77-0.89). We found that the measurement of Mf-ASSRs is easy and potentially time saving, provides a response at all dichotic multiple frequencies of the conventional audiogram, reduces variability in the interpretation of the responses, and correlates well with the behavioral hearing thresholds in subjects with occupational noise-induced hearing impairment. Mf-ASSR can be a valuable aid in the adjustment of compensation cases."
"21786748","Effects of gene-environmental interaction on noise-induced hearing threshold levels for high frequencies (HTLHF).","In this study we assessed the interaction between glutathione S-transferase (GST) genetic polymorphisms and noise exposures, with regard to their effect on the hearing threshold levels for high frequencies (HTLHF). Research participants comprised 347 male workers, and each participant's cumulative noise exposure was determined using a job-exposure matrix. Approximately 64.6% of the participants' exposure in L(eq-8 h) was above 90 dBA. The mean HTLHF was 32.1 dB. A significant dose-response relationship was found between noise exposure and HTLHF. We further converted the estimated total noise exposure level over each participant's job history to a noise exposure level that corresponded to a 40-year exposure (L(eq-40y)). After we had adjusted the results for age, we found that workers carrying GSTM1 null, GSTT1 null, and GSTP1 Ile(105)/Ile(105) genotypes were susceptible to the HTLHF when their L(eq-40y) were above 90 dBA. Therefore, GST genetic polymorphisms might affect HTLHF only when workers are exposed to high noise levels."
"21774124","[Medical and biologic evaluation of individual noise-protection means efficiency].","In laboratory and nature, the authors studied protective properties of experimental models of noise-protection earphones with high acoustic efficiency in broadened frequency range. The article covers expedience of studies at workplaces, including medical and biologic methods that evaluate noise-protection in audible and infra-sound ranges."
"21768736","The influence of military service on auditory health and the efficacy of a Hearing Conservation Program.","The influence of military service on self-assessed hearing symptoms and measured auditory function was studied as well as the efficacy of the Hearing Conservation Program (HCP) of the Swedish Armed Forces. 839 conscripts were recruited for the study at reporting to military service. They were all exposed to noise over the risk-limits from weapons and vehicles and used earmuffs and/or earplugs. Questionnaires and pure tone screening audiometry were studied at the start and the end of the military service. Retrospective information regarding audiometry at conscription before military service was included as control. The prevalence values of tinnitus were 23% before and 32% after the service and of sensitivity to noise 16% and 19% respectively. The prevalence values of hearing impairment were 6.3% at conscription, 14.5% at reporting to military service, and 24% after the training period. The incidence values of hearing decline were 3.7% during the period with no military noise exposure and 6.6% during the military service. Acoustic accident increased the risk of worsened tinnitus and sensitivity to noise four times and for a high frequency hearing decline six times. We observed elevated prevalence values of tinnitus, sensitivity to noise and hearing impairment at discharge compared to before military service. We observed an elevated risk of hearing decline during military service. Acoustic accident increased the risk of tinnitus, noise sensitivity and hearing decline. We suggest improvements regarding inclusion criteria for military service, and for education regarding the HCP."
"21752231","British military hearing conservation programme.",""
