"PMID","Title","abstract"
"19266579","Efficacy of the bone-anchored hearing aid for single-sided deafness.","HYPOTHESIS: The aim was to examine short- and long-term efficacy of the bone-anchored hearing aid (BAHA) on adults with single-sided deafness.STUDY DESIGN: Prospective investigation.METHODS: The outcome measures included the Hearing in Noise Test (HINT), Abbreviated Profile of Hearing Aid Benefit (APHAB), and Single-Sided Deafness Questionnaire (SSD). The BAHA group comprised seven adults with single-sided deafness and the control group comprised 20 adults with essentially normal-hearing sensitivity, bilaterally. The outcome measures were administered in the unaided, directional BAHA, and omnidirectional BAHA conditions after 1 month, 6 months, and 12 months of BAHA use. A repeated measures analysis of variance (ANOVA) model was used to evaluate the data (for the SSD, a nonparametric analog of ANOVA was employed).RESULTS: None of the factors (time, HINT condition, amplification status) or their interactions were significant predictors of change in signal-to-noise ratio (SNR) from baseline over time on the HINT. The mean SNR (non-baseline-subtracted) was significantly lower in the directional BAHA versus the unaided status and in the omnidirectional BAHA versus the unaided status, but only under the noise in front, speech lateralized to the bad ear HINT condition. Significant short- and long-term BAHA benefit was observed on the APHAB (all subscales except Aversiveness) and SSD (all questionnaire items).CONCLUSIONS: Our results show short- and long-term efficacy for the BAHA in adults with single-sided deafness for recognition of speech in noise (noise in front, speech lateralized to the bad ear) and on subjective measures of benefit."
"19194292","Spatial benefit of bilateral hearing AIDS.","OBJECTIVES: To assess the extent to which hearing aids improve spatial benefit by restoring the availability of interaural difference cues, the benefit attributable to spatial separation of speech and babble with and without bilateral hearing aids was measured as a function of low-pass cutoff frequency.DESIGN: Twenty-one older adults with sloping high-frequency hearing loss were provided commercially available bilateral hearing aids. After a 3 to 6 month acclimatization period, speech levels corresponding to 50% correct recognition of sentences from the Hearing in Noise Test (HINT) were measured in a 65-dB SPL babble, with speech and babble low-pass filtered at 1.8, 3.6, and 5.6 kHz. Sentences were always at 0 degrees azimuth, and babble was at either 0 degrees or 90 degrees . Speech and babble spectra for all conditions were digitally recorded using a probe microphone placed in each ear canal of each subject. Spectra and levels of speech and babble and unaided thresholds for narrowband noises were used to calculate the aided audibility index and provide predictions of unaided and aided thresholds for HINT sentences, hearing aid benefit, and spatial benefit for each cutoff frequency. In addition, subjects' willingness to tolerate background noise with and without amplification was measured in the spatially coincident and spatially separated conditions using the Acceptable Noise Level (ANL) procedure.RESULTS: Thresholds for HINT sentences in babble and ANL improved significantly when aided and when speech and babble were spatially separated. Specifically, hearing aid benefit improved significantly as cutoff frequency increased from 1.8 to 3.6 kHz but only when speech and babble were spatially separated; likewise, spatial benefit improved significantly from 1.8 to 3.6 kHz but only in the aided condition. No further improvement in hearing aid or spatial benefit was observed when cutoff frequency was increased from 3.6 to 5.6 kHz, although improvement in hearing aid benefit was predicted.CONCLUSIONS: Hearing aid benefit, although significant, was poorer than predicted, suggesting that these older adults with high-frequency hearing loss did not take full advantage of the increase in audible speech information provided by amplification. Hearing aid benefit was also limited because hearing aids for some subjects did not restore speech audibility across the full bandwidth of speech. Unaided and aided spatial benefit was significantly greater than predicted, and aided spatial benefit was greater than unaided. This suggests that these older adults were able to take advantage of interaural level and time difference cues to improve speech recognition in babble and that they benefited from these cues to a greater extent with than without bilateral hearing aids. Finally, in contrast to results of previous studies, ANL may vary for an individual depending on the listening condition."
"20963348","Directivity and noise reduction in hearing aids: speech perception and benefit.","Hearing aid.</AbstractText>: Hearing aid.AIM: To compare the performance, benefit and satisfaction of users of ITE, CIC and BTE digital hearing aid with noise reduction and omnidirectional and directional microphones.METHOD: 34 users of hearing aid were evaluated by means of speech perception in noise tests and APHAB and IOI self assessment questionnaires. Prospective study.RESULTS: Better results were obtained by users of ITE, CIC and directional hearing aids, however, no statistical significance was found between the groups.CONCLUSION: Directivity improved speech perception in noise and benefit in daily life situations."
"20807482","Effects of acoustical stimuli delivered through hearing aids on tinnitus.","BACKGROUND: The use of acoustic signals to mask, mix with, or ease the distress associated with tinnitus has been clinically employed for decades. It has been proposed that expanding acoustic options for tinnitus sufferers due to personal preferences is desirable. Fractal tones incorporate many useful characteristics of music while avoiding certain features that could be distracting to some individuals.PURPOSE: To assess the effects on relaxation, tinnitus annoyance, tinnitus handicap, and tinnitus reaction from the use of a hearing aid that incorporates combinations of amplification, fractal tones, and white noise.RESEARCH DESIGN: Participants listened to experimental hearing aids containing several acoustic options and were asked to rate the signals in terms of their effect on relaxation and tinnitus annoyance. They subsequently wore the hearing aids for 6 mo and completed tinnitus handicap and reaction scales.STUDY SAMPLE: Fourteen hearing-impaired adults with primary complaints of subjective tinnitus.INTERVENTION: Participants were tested wearing hearing aids containing several programs including amplification only, fractal tones only, and a combination of amplification, noise, and/or fractal tones. The fractal tones (now commercially available as the &quot;Zen&quot; feature) were generated by the Widex Mind hearing aid. Rating procedures were conducted in the laboratory, and tinnitus reaction and handicap were assessed during and following a 6 mo field trial.DATA COLLECTION AND ANALYSIS: Data were collected at the initial visit, one week, 1 mo, 3 mo, and 6 mo. Nonparametric statistics included Wilcoxon matched-pairs signed-rank, chi(2), and repeated-measures analyses of variance.RESULTS: Thirteen of 14 participants reported that their tinnitus annoyance, as measured by the Tinnitus Annoyance Scale, was reduced for at least one of the amplified conditions (with or without fractal tones or noise), relative to the unaided condition. Nine assigned a lower tinnitus annoyance rating when listening to fractal tones alone versus the amplification-alone condition. There was a range of preferences observed for fractal settings, with most participants preferring fractals with a slow or medium tempo and restricted dynamic range. The majority (86%) indicated that it was easier to relax while listening to fractal signals. Participants had preferences for certain programs and fractal characteristics. Although seven participants rated the noise-only condition as providing the least tinnitus annoyance, only two opted to have noise only as a program during the field trial, and none selected the noise-only condition as the preferred setting. Furthermore, while all four of the experienced hearing aid users selected noise as producing the least annoying tinnitus in the laboratory, only one selected it for field wear. Tinnitus Handicap Inventory and Tinnitus Reaction Questionnaire scores were improved over the course of the 6 mo trial, with clinically significant improvements occurring for over half of the participants on at least one of the measures.CONCLUSIONS: The results suggest that use of acoustic stimuli, particularly fractal tones, delivered though hearing aids can provide amplification while allowing for relief for some tinnitus sufferers. It is important to recognize, however, that tinnitus management procedures need to be supplemented with appropriate counseling."
"20738337","The bone-anchored hearing aid in the rehabilitation of single-sided deafness: experience with 58 patients.","OBJECTIVES: To assess the efficacy of the bone-anchored hearing aid (BAHA) in the rehabilitation of single-sided deafness (SSD).STUDY DESIGN: Retrospective case-control series review.SETTING: Tertiary referral unit.PATIENTS: Fifty-eight consecutive patients that had a bone-anchored hearing aid for single-sided deafness completed outcome questionnaires, building upon earlier audiological assessment of 19 patients. Single-sided deafness controls (n = 49) were mainly acoustic neuroma patients.MAIN OUTCOME MEASUREMENTS: speech discrimination testing in directional noise, speech and spatial qualities of hearing questionnaire and the Glasgow Benefit Inventory (GBI).RESULTS: The mean follow-up time was 28.4 months. Five (13%) of the bone-anchored hearing aid patients were non-users because of lack of benefit. The audiometric testing confirmed that when noise was on the bone-anchored hearing aid side speech perception was reduced but benefited when noise was on the side of the hearing ear. There was no difference between the Speech and Spatial Qualities of Hearing Scores in bone-anchored hearing aid users and controls. In particular there was no difference in the spatial subscores. In the bone-anchored hearing aid users the median Glasgow Benefit Inventory score was 11. If the non-users are included then 13 (22%) patients had no or detrimental (negative) Benefit scores. No or negative benefit scores were more frequent in those deaf for &lt;10 years. In open-field questions, patients felt the bone-anchored hearing aid was most useful in small groups or in 'one-to-one' conversation.CONCLUSIONS: Bone-anchored hearing aid rehabilitation for single-sided deafness is less successful than for other indications, reflected here by relatively low median Glasgow Benefit Inventory scores. There was also no significant difference between controls and bone-anchored hearing aid users in the Speech and Spatial Qualities of Hearing Questionnaire. Patients with a longer duration of deafness report greater subjective benefit than those more recently deafened, perhaps due to differing expectations."
"20734965","Bone-anchored hearing aids in patients with acquired and congenital unilateral inner ear deafness (Baha CROS): clinical evaluation of 56 cases.","OBJECTIVES: We performed an evaluation of the audiological and subjective benefits of the bone-anchored hearing aid (Baha) as a device for transcranial routing of sound (Baha CROS) in 56 patients with unilateral inner ear deafness.METHODS: We performed a prospective clinical follow-up study in a tertiary referral center. Previously reported results of 29 patients were supplemented with a second series of 30 patients with unilateral inner ear deafness; 3 patients dropped out during the evaluation. Audiometric measurements were taken before and after Baha CROS fitting. Subjective benefits were quantified with 4 different patient questionnaires.RESULTS: The sound localization results in a well-structured test setting were not differentiable from chance. The 5 patients with congenital hearing loss showed better scores in the unaided sound localization measurements. Overall, most patients reported some subjective improvement in their capacity to localize sounds with the Baha CROS in daily life. The main effect of the Baha CROS was to alleviate the head shadow effect during the speech-in-noise test.CONCLUSIONS: Poor sound localization in this larger series of patients confirms the findings of previous studies. Improvements in the speech-in-noise scores corroborated the efficacy of the Baha CROS in alleviating the head shadow effect. The 4 different patient questionnaires revealed subjective benefit and satisfaction in various domains."
"20304277","The Baha system in patients with single-sided deafness and contralateral hearing loss.","OBJECTIVE: To evaluate the effectiveness of the Baha system in cases of single-sided deafness (SSD) and mild to moderate hearing loss in the better-hearing ear.STUDY DESIGN: Prospective trial.SETTING: Tertiary otologic referral center.SUBJECTS AND METHODS: Twenty-one patients with SSD and mild to moderate hearing loss in the contralateral ear implanted with the Baha system between June 2006 and March 2008 were evaluated following Baha implantation and fitting with the Divino and Intenso processors. Pure-tone air and bone conduction thresholds, sound-field testing (aided and unaided in quiet and noise) of consonant nucleus consonant words (Northwestern University Auditory Test No. 6 words), and Hearing in Noise Test sentences were obtained. Patient satisfaction questionnaires were administered pre- and post-intervention for either device.RESULTS: Patients with SSD and mild to moderate hearing loss in the contralateral ear showed a statistically significant improvement in all measures with the use of the Divino or Intenso processors compared with the unaided situation. Change in hearing, as measured in noise testing word recognition scores, revealed a statistically significant difference between the two aided conditions favoring the Intenso (P &lt; 0.05). The Glasgow Benefit Inventory revealed that 91 percent of the patients reported improvement in their quality of life and would recommend the procedure to others.CONCLUSION: The Baha system is effective in the rehabilitation of patients with SSD and mild to moderate hearing loss in the only hearing ear. Results of the current study suggest that either the Divino or Intenso processor was successful in reestablishing hearing from the deafened side."
"20131363","Bone-anchored hearing aid subjective benefit for unilateral deafness.","HYPOTHESIS: Determine the benefit of the bone-anchored hearing aid (BAHA) in patients with unilateral deafness.STUDY DESIGN: Retrospective case series and prospective questionnaire study at a tertiary referral center.METHODS: Patients with unilateral deafness of various etiologies who were implanted with a BAHA (n = 126) or not implanted with a BAHA after a translabyrinthine craniotomy (n = 126) were mailed questionnaires. A total of 139 patients (55%) responded to the questionnaires. Patients who were implanted with a BAHA received a general questionnaire concerning BAHA usage, the Abbreviated Profile of Hearing Aid Benefit (APHAB), and the Speech, Spatial, and Qualities of Hearing Questionnaire (SSQ). Patients not implanted with a BAHA received only the SSQ hearing questionnaire.RESULTS: Patients with unilateral deafness demonstrated a benefit with BAHA use on the APHAB. Most improvement with the BAHA was seen in the Background Noise subscale, with a 17.4% improvement. Ease of Communication and Reverberation subscales also demonstrated an 11.6% and 13.2% benefit, respectively. Patients with a BAHA demonstrated better scores in the SSQ Speech subscale when compared to unilaterally deaf patients who did not have a BAHA, although this difference was not significant.CONCLUSIONS: The APHAB demonstrated significant benefit with the use of a BAHA in patients with unilateral deafness. Although the SSQ speech subscale showed overall improvement in auditory disability with the use of a BAHA, this difference was not significant. However, the SSQ hearing questionnaire demonstrated specific situations were the BAHA is most useful."
"20127102","Advantages of a non-linear frequency compression algorithm in noise.","A multichannel non-linear frequency compression algorithm was evaluated in comparison to conventional amplification hearing aids using a test of speech understanding in noise (Oldenburger Satztest-OLSA) and subjective questionnaires. The new algorithm compresses frequencies above a pre-calculated cut off frequency and shifts them to a lower frequency range, thereby providing high-frequency audibility. Low-frequencies, below the compression cut off frequency, are amplified normally. This algorithm is called SoundRecover (SR). In this study, 11 experienced hearing aid users with a severe to profound sensorineural hearing loss were tested. Seven subjects showed enhanced levels of understanding in noise (OLSA) using frequency compression. However, 4 out of the 11 subjects could not benefit from the high-frequency gain. Evaluation using questionnaires demonstrated an increased level of satisfaction after 2 months of experimental devices wearing (p = 0.08) and after 4 months of wearing (p = 0.09), respectively, compared to conventional hearing instruments."
"20053153","A multi-site evaluation of a proposed test for verifying hearing aid maximum output.","The aim of this study was to evaluate a clinical test proposed to verify the output setting of hearing aids. Across three test sites, 56 bilaterally fitted hearing aid users were recruited. They answered questions about real-life loudness discomfort experiences and then completed the output verification test. Using an ascending method, a 1,500 kHz narrowband noise and a selection of broadband environmental noises were presented in 5 dB steps from 80 to 90 dB SPL. Response options included 'acceptably loud', and 'uncomfortably loud'. A swept pure tone presented at 90 dB SPL was also administered. Some loudness discomfort was reportedly experienced in real life by 82% of the participants. Generally, the test noises produced low specificity, with the 1,500 kHz narrowband noise being the best predictor of loudness discomfort experiences in real life, while the swept pure tone showed low sensitivity. Individual reactions to specific sounds and the test equipment and environment used are argued to affect the laboratory performance. A better understanding of these factors is needed before the test can be improved. an ser mejoradas."
"21916792","Comparison of two bone anchored hearing instruments: BP100 and Ponto Pro.","OBJECTIVE: This study aimed at investigating if there were differences in auditory performance, operation, or user preference between the Ponto Pro or the BP100, two bone anchored hearing instruments (BAHI) with modern sound processing technology.DESIGN: Subjects wore the devices in daily life in a crossover study for periods ranging from 25 to 63 days. A speech-in-noise test was carried out as well as measures of noise reduction and feedback suppression algorithms. User satisfaction was reported using the NSH and the GHABP questionnaires. At the end of the test, subjects selected one of the devices for permanent use.STUDY SAMPLE: Twelve first-time users of BAHIs.RESULTS: Eight subjects selected the Ponto Pro; four selected the BP100. The Ponto Pro was rated as easier to operate than the BP100, the visual appearance of the Ponto Pro was rated as nicer than that of the BP100, and speech understanding was rated higher with the Ponto Pro than with the BP100. Speech-in-noise tests showed improvements using directional microphones with the Ponto Pro.CONCLUSIONS: 67% of the subjects opted for permanent use of the Ponto Pro, which, compared to the BP100, was rated to have a nicer look, to be easier to operate, and to yield better speech intelligibility."
"21864473","Hearing aids in the real world: use of multimemory and volume controls.","BACKGROUND: Despite advances in technology, hearing aid users continue to express a desire for some control over their devices. Access to a suitable control can significantly affect overall satisfaction with amplification, yet little is known about the circumstances that drive hearing aid users to manipulate controls. Such information would be useful in guiding clinical decisions about the selection of controls and synchronization of their operation in a bilateral pair of hearing aids.PURPOSE: The purpose of this study was to examine the real-world use of multimemory (MM) and volume (VC) controls and environmental characteristics that may influence their use.RESEARCH DESIGN: Real-time data about MM and VC usage were gathered in the real world. Subjective reports of the environmental characteristics were obtained. This design allowed examination of the nature of hearing aid adjustments as well as exploration of factors affecting them.STUDY SAMPLE: Ten adults with bilaterally symmetric, mild-to-moderate sensorineural hearing loss participated in the study. All had previous experience with hearing aids.INTERVENTION: Participants were fitted bilaterally with BTE (behind-the-ear) hearing aids equipped with an MM button and/or VC wheel. The devices were connected to a PDA (personal digital assistant) that logged data from the hearing aids and stored surveys completed by participants in various listening situations.DATA COLLECTION AND ANALYSIS: The following data were obtained from the PDA: (1) MM and VC settings in the left and right devices, (2) broadband input level at the microphone of the left and right devices, and (3) participant reports of the presence, distance, and location of signal and background noise. Prevalence of nondefault settings and bilateral symmetry of hearing aid adjustments were summarized descriptively, while the influence of environmental characteristics on hearing aid adjustments was analyzed using nonparametric methods.RESULTS: Over 4-5 wk, 912 hr of data were logged and 184 surveys completed. Results showed that (1) the default (i.e., the programmed or &quot;use&quot;) setting was preferred most often, (2) the preferred hearing aid settings were mostly bilaterally symmetrical, and (3) nondefault settings were often used in difficult listening situations.CONCLUSIONS: The findings of this study generally support the use of synchronized MMs and/or VCs, although there may be exceptions to their utility."
"21799455","Long-term safety and benefit of a new intraoral device for single-sided deafness.","OBJECTIVE: To determine the long-term safety and benefit of a new intraoral bone conduction device (SoundBite Hearing System by Sonitus Medical) for single-sided deafness (SSD).STUDY DESIGN: A multi-center, controlled, nonrandomized, prospective unblinded study of SSD patients wearing the device over a 6-month period.SETTINGS: Ambulatory care centers typical of those where SSD patients are diagnosed and treated.PATIENTS: Adults (N = 22) with acquired, permanent SSD and no current use of any other SSD device.INTERVENTION: Continual daily wear of the new device for 6 months.MAIN OUTCOME MEASURES: Comprehensive medical, audiologic, and dental measures; aided thresholds; Abbreviated Profile of Hearing Aid Benefit scores, and an SSD questionnaire.RESULTS: There were no related adverse events or changes in the medical or audiologic findings at the end of the trial compared with the beginning. There were no significant changes in the mean aided thresholds (p &gt; 0.01) or the mean dental measures (p &gt; 0.05) at 3 or 6 months compared with pretrial measures. The mean Abbreviated Profile of Hearing Aid Benefit benefit scores showed improvement (p &lt; 0.01) for the Background Noise, Reverberation, and Ease of Communication subscales and the Global scale at 3 and 6 months. The results of the SSD questionnaire indicated that the vast majority (&gt;90%) of the subjects reported satisfaction and improvement in a variety of areas after wearing the device long term.CONCLUSION: The SoundBite system is safe and continues to provide substantial benefit for SSD patients with continual daily use over a 6-month period."
"21595614","[Hearing aid use and patient satisfaction].","OBJECTIVES: In this study, we assessed the hearing aid usage ratios and durations, patient satisfaction and the probable causes of disuse if they are not used.PATIENTS AND METHODS: A questionnaire with 16 questions was applied to the patients who were prescribed hearing aids in our clinic between January 2007 and December 2009. A total of 517 patients were called by phone. Hundred and seventy-nine of the patients (75 females, 104 males; mean age 60±23 years; range 17 to 94 years) participated in the trial. Hearing aid usage ratios and patients' satisfaction were determined and the factors influencing usage were statistically investigated.RESULTS: Hundred and forty-two of the patients used their hearing aids regularly and 37 of the patients either used their aids rarely or never used them. The most common cause reported for disuse was the frequent noise coming from the hearing aid.CONCLUSION: Failure to explain the usage of the hearing aids to the patients and age over 70 years have a statistically significant negative effect on the duration of hearing aid use and patient satisfaction."
"21414178","Functional benefit of the bone-anchored hearing aid with different auditory profiles: objective and subjective measures.","OBJECTIVES: To examine sentence recognition and self-report outcomes in hearing-impaired persons with different auditory profiles and who were fitted unilaterally with a bone-anchored hearing aid.DESIGN: Prospective cohort study.SETTING: Tertiary referral unit.PATIENTS: Data were collected of six patients with single-sided deafness (SSD), seven with a mild to severe hearing loss at the bone-anchored hearing aid side and (near-)normal hearing at the other side and six with a severe bilateral hearing loss.MAIN OUTCOME MEASUREMENTS: Sound field thresholds, and sentence recognition in noise (presented from different angles) with bone-anchored hearing aid, without bone-anchored hearing aid and with bone-anchored hearing aid and other ear occluded. In addition, the Speech, Spatial and Qualities of hearing scale and the Abbreviated Profile of Hearing Aid Benefit questionnaire were administered as self-report measures.RESULTS: Patients with single-sided deafness listened mainly with their non-bone-anchored hearing aid ear, although the bone-anchored hearing aid lifted the head shadow effect. Patients with mild to severe hearing loss at the bone-anchored hearing aid side and (near-)normal hearing at the other side performed significantly differently in aided and unaided conditions and even regained limited binaural sensitivity with the device. The latter was also true for the patients with severe bilateral hearing loss. However, their hearing loss at the non-bone-anchored hearing aid side was too great to contribute to hearing and they listened predominantly with their bone-anchored hearing aid. Self-report outcomes provided useful information on hearing disability, although this information was not significantly differently for the 3 groups of patients.CONCLUSIONS: The bone-anchored hearing aid enhanced performance in different hearing configurations, albeit to different extents."
"23231817","Efficacy of hearing-aid based telephone strategies for listeners with moderate-to-severe hearing loss.","BACKGROUND: Understanding speech over the telephone when listening in noisy environments may present a significant challenge for listeners with moderate-to-severe hearing loss.PURPOSE: The purpose of this study was to compare speech recognition and subjective ratings across several hearing aid-based telephone listening strategies for individuals with moderate-to-severe sensorineural hearing loss.RESEARCH DESIGN: Speech recognition and subjective ratings were evaluated for a simulated telephone signal. The strategies evaluated included acoustic telephone, unilateral telecoil, unilateral wireless streaming, and bilateral wireless streaming. Participants were seated in a noisy room for all evaluations.STUDY SAMPLE: Eighteen adults, aged 49-88 yr, with moderate-to-severe sensorineural hearing loss participated.DATA COLLECTION AND ANALYSIS: Speech recognition scores on the Connected Speech Test were converted to rationalized arcsine units and analyzed using analysis of variance testing and Tukey post hoc analyses. Subjective ratings of ease and comfort were also analyzed in this manner.RESULTS: Speech recognition performance was poorest with acoustic coupling to the telephone and best with bilateral wireless routing. Telecoil coupling resulted in better speech recognition performance than acoustic coupling, but was significantly poorer than bilateral wireless routing. Furthermore, unilateral wireless routing and telecoil coupling generally led to similar speech recognition performance, except in lower-level background noise conditions, for which unilateral routing resulted in better performance than the telecoil.CONCLUSIONS: For people with moderate-to-severe sensorineural hearing loss, acoustic telephone listening with a hearing aid may not lead to acceptable performance in noise. Although unilateral routing options (telecoil and wireless streaming) improved performance, speech recognition performance and subjective ratings of ease and comfort were best when bilateral wireless routing was used. These results suggest that wireless routing is a potentially beneficial telephone listening strategy for listeners with moderate-to-severe hearing loss who are fitted with limited venting if the telephone signal is routed to both ears. Unilateral wireless routing may provide similar benefits to traditional unilateral telecoil. However, the newer wireless systems may have the advantage for some listeners in that they do not include some of the positioning constraints associated with telecoil use."
"23169196","Subjective and objective outcomes from new BiCROS technology in a veteran sample.","BACKGROUND: Patients with single-sided deafness (SSD), where one ear has an unaidable hearing loss and the other ear has normal or aidable hearing, often complain of difficulties understanding speech and localizing sound sources, and report a higher self-perceived hearing disability. Patients with SSD may benefit from using contralateral routing of signal (CROS) or bilateral contralateral routing of the signal (BiCROS) amplification. Dissatisfaction of previously available (Bi)CROS devices has been reported, such as, interfering transmissions, low-fidelity sound quality, poor &quot;user-friendly&quot; set-up, and a bulky and cosmetically cumbersome appearance.PURPOSE: Recent advances in hearing aid technology have improved (Bi)CROS hearing aids; however, these devices have not been experimentally evaluated. We hypothesized that newer technology with reports of improved digital signal processing, wireless transmission, and physical design would be as good, or better than, our participants' previous-generation BiCROS systems.RESEARCH DESIGN: A within-subjects, pretest-posttest design was executed.STUDY SAMPLE: Thirty-nine veterans (one female, 38 males; mean age = 74 yr, range = 49-85 yr) from the Audiology Section of the Bay Pines Veterans Affair Healthcare System participated. All participants were previously experienced BiCROS hearing aid users with varying degrees of sensorinerual hearing impairment in their better ear.INTERVENTION: Participants were provided at least 4 wk of consistent use with the new BiCROS. DATA COLLECTION AND ANALYSES: Participants completed three research visits. At Visit 1, with their previous BiCROS, and at Visit 3, with their new BiCROS, the following objective and subjective measures were obtained: (1) soundfield speech-in-noise testing using the Words-In-Noise (WIN) test; (2) speech, spatial, and qualities of the hearing scale (SSQ) questionnaire; (3) selected questions from the MarkeTrak questionnaire; and, (4) three open-ended questions. Data were analyzed using parametric and nonparametric statistics.RESULTS: Overall, the objective (WIN) and subjective (SSQ, MarkeTrak, and open-ended questions) measures indicated that the new BiCROS provided better outcomes than the previous BiCROS system. In addition, an overlap of favorable results was seen across measures.CONCLUSIONS: Of the 39 participants, 95% reported improvements with the new BiCROS and chose to utilize the device regularly. The favorable objective and subjective outcomes indicate that the new BiCROS system is as good, or better than, what was previously utilized by our sample of veterans."
"22928919","Speech recognition in noise using bilateral open-fit hearing aids: the limited benefit of directional microphones and noise reduction.","OBJECTIVE: To investigate speech recognition performance in noise with bilateral open-fit hearing aids and as reference also with closed earmolds, in omnidirectional mode, directional mode, and directional mode in conjunction with noise reduction.DESIGN: A within-subject design with repeated measures across conditions was used. Speech recognition thresholds in noise were obtained for the different conditions.STUDY SAMPLE: Twenty adults without prior experience with hearing aids. All had symmetric sensorineural mild hearing loss in the lower frequencies and moderate to severe hearing loss in the higher frequencies.RESULTS: Speech recognition performance in noise was not significantly better with an omnidirectional microphone compared to unaided, whereas performance was significantly better with a directional microphone (1.6 dB with open fitting and 4.4 dB with closed earmold) compared to unaided. With open fitting, no significant additional advantage was obtained by combining the directional microphone with a noise reduction algorithm, but with closed earmolds a significant additional advantage of 0.8 dB was obtained.CONCLUSIONS: The significant, though limited, advantage of directional microphones and the absence of additional significant improvement by a noise reduction algorithm should be considered when fitting open-fit hearing aids."
"22752928","Hearing aid satisfaction and use in the advanced digital era.","HYPOTHESIS: To evaluate satisfaction ratings and use patterns of advanced digital hearing aids (HAs) in a group of hearing-impaired adults by means of self-report questionnaires.STUDY DESIGN: A self report questionnaire study.METHODS: One hundred seventy-seven hearing-impaired adults who were fitted with advanced digital HAs at the Speech and Hearing Center at Sheba Medical Center were asked to participate in a structured telephone interview regarding HA satisfaction and use by means of the Satisfaction With Amplification in Daily Life (SADL) questionnaire. Patients who were not using their HAs completed a nonuse questionnaire.RESULTS: One hundred thirty-one patients participated in the survey, yielding a response rate of 74%. Eighty-three percent used their HAs regularly, whereas 17% were nonusers. Of the users, 92% were satisfied to some degree with their HAs. The global SADL score was 5.12 on a scale of 1 to 7. Background variables that were significantly associated with satisfaction ratings were hours of HA use per day, fitting mode (binaural vs. monaural), age, and degree of hearing loss. Although nonuse was not significantly associated with background variables, the main reasons for nonuse were excessive amplification in background noise and minimal functional benefit.CONCLUSIONS: High satisfaction and use rates were characteristic of adults fitted with advanced digital HAs. Patients should be advised that longer use of HAs per day may lead to higher satisfaction and that binaural amplification is advantageous, especially while communicating in noise. Finally, expectation from HA functionality in challenging listening situations should be realistic, as additional research and technology development is still needed."
"22731922","Acceptable noise level (ANL) with Danish and non-semantic speech materials in adult hearing-aid users.","OBJECTIVE: The acceptable noise level (ANL) test is used for quantification of the amount of background noise subjects accept when listening to speech. This study investigates Danish hearing-aid users' ANL performance using Danish and non-semantic speech signals, the repeatability of ANL, and the association between ANL and outcome of the international outcome inventory for hearing aids (IOI-HA).DESIGN: ANL was measured in three conditions in both ears at two test sessions. Subjects completed the IOI-HA and the ANL questionnaire.STUDY SAMPLE: Sixty-three Danish hearing-aid users; fifty-seven subjects were full time users and 6 were part time/non users of hearing aids according to the ANL questionnaire.RESULTS: ANLs were similar to results with American English speech material. The coefficient of repeatability (CR) was 6.5-8.8 dB. IOI-HA scores were not associated to ANL.CONCLUSIONS: Danish and non-semantic ANL versions yield results similar to the American English version. The magnitude of the CR indicates that ANL with Danish and non-semantic speech materials is not suitable for prediction of individual patterns of future hearing-aid use or evaluation of individual benefit from hearing-aid features. The ANL with Danish and non-semantic speech materials is not related to IOI-HA outcome."
